Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
2005,December,Florida,Restaurant,"Chicken, Other",,Norovirus genogroup I,,Suspected,7,0,0
2005,December,Florida,Restaurant,"Taco, Beef",,,,,2,,
2005,December,Florida,Catering Service,Chicken; Ribs,,,,,12,0,0
2005,December,Georgia,Restaurant,"Chicken, Other",Chicken,,,,6,0,0
2005,December,Georgia,Restaurant,Hollandaise Sauce,Butter; Egg,Salmonella enterica,Heidelberg,Confirmed,34,7,0
2005,December,Georgia,Restaurant,Creme-Filled Doughnut,,Chemical or toxin,,Suspected,2,0,0
2005,December,Georgia,Restaurant,"Sandwich, Tuna Fish",,Norovirus unknown,,Confirmed,4,0,0
2005,December,Georgia,Grocery Store,,,Staphylococcus aureus,,Suspected,3,0,0
2005,December,Georgia,Restaurant,"Sandwich, Pork",Pork,Norovirus genogroup I,,Suspected,4,0,0
2005,December,Hawaii,,,,Norovirus genogroup I,,Confirmed,15,2,0
2005,December,Idaho,Restaurant,"Potato, Mashed; Green Salad",,,,,8,0,0
2005,December,Illinois,Restaurant; Banquet Facility,"Roast Beef, Unspecified",,,,,16,0,0
2005,December,Illinois,School/College/University,"Tortilla, Unspecified",,,,,10,0,0
2005,December,Illinois,School/College/University,"Tortilla, Unspecified",,,,,46,0,0
2005,December,Illinois,Restaurant,,,Norovirus genogroup I,,Confirmed,4,,
2005,December,Illinois,Restaurant,,,,,,14,0,0
2005,December,Illinois,Restaurant,,,,,,11,,
2005,December,Illinois,Restaurant; Private Home/Residence,,,,,,4,0,0
2005,December,Illinois,Restaurant,,,,,,2,0,0
2005,December,Illinois,Restaurant; Private Home/Residence; Catering Service,,,Norovirus genogroup I,,Suspected,25,,
2005,December,Illinois,Restaurant,,,,,,6,0,0
2005,December,Kansas,Private Home/Residence,"Sausage, Unspecified",,Staphylococcus aureus,,Confirmed,138,19,0
2005,December,Kansas,Restaurant,,,,,,12,0,0
2005,December,Kansas,Restaurant,,,,,,5,0,0
2005,December,Maine,,,,,,,18,,
2005,December,Maryland,Restaurant,Speciality Salads Unspecified,,,,,22,0,0
2005,December,Maryland,Catering Service,,,,,,32,1,0
2005,December,Maryland,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,8,0,0
2005,December,Michigan,Restaurant,"Crab, Unspecified; Potato, Baked",,,,,2,0,0
2005,December,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,14,0,0
2005,December,Minnesota,Restaurant,"Taco, Beef",,Norovirus unknown,,Confirmed,4,0,0
2005,December,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,76,0,0
2005,December,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,27,0,0
2005,December,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,9,0,0
2005,December,Minnesota,Restaurant,,,Norovirus genogroup I,,Suspected,3,0,0
2005,December,New York,Private Home/Residence,"Chips, Tortilla; Crab, Imitation",Wraps/Tortillas; Crustacean,,,,32,3,0
2005,December,New York,Restaurant,Taro,Root (Eg. Potato),Chemical or toxin,,Confirmed,2,0,0
2005,December,New York,Restaurant,,,,,,6,0,0
2005,December,New York,,Pasta Pesto,Vine-Stalk Eg. Tomato; Pasta,,,,21,0,0
2005,December,New York,Restaurant,,,,,,3,0,0
2005,December,New York,Restaurant,,,,,,3,0,0
2005,December,North Carolina,Private Home/Residence,"Tart, Unspecified",,,,,16,0,0
2005,December,North Carolina,Private Home/Residence,,,Norovirus unknown,,Confirmed,20,,
2005,December,Ohio,Restaurant,,,,,,11,,
2005,December,Ohio,Restaurant,"Pork, Roasted",,Norovirus genogroup I,,Confirmed,26,0,0
2005,December,Ohio,Restaurant,,,Norovirus genogroup I,,Suspected,14,0,0
2005,December,Oregon,Unknown,,,Norovirus genogroup I,,Confirmed,47,0,0
2005,December,Oregon,Restaurant,,,Norovirus unknown,,Suspected,9,0,0
2005,December,Pennsylvania,Private Home/Residence,"Hot Dog, Unspecified",,Clostridium perfringens,,Suspected,8,,0
2005,December,Pennsylvania,Restaurant; Unknown,,,Salmonella enterica,Typhimurium,Confirmed,15,6,0
2005,December,Tennessee,Restaurant; Catering Service,,,Norovirus genogroup I,Unknown,Confirmed,16,0,0
2005,December,Texas,Office/Indoor Workplace,"Turkey, Baked",,,,,260,0,0
2005,December,Virginia,Private Home/Residence,"Pork, Roasted",Pork,Staphylococcus aureus,,Confirmed,21,0,0
2005,December,Washington,Catering Service,,,Norovirus genogroup I,,Suspected,27,,
2005,December,Washington,,,,,,,2,0,0
2005,December,Washington,Restaurant,Crab Dip,,,,,14,0,0
2005,December,Washington,Restaurant,,,,,,3,0,0
2005,December,West Virginia,Prison/Jail,"Sweet Potato, Unspecified; Stuffing, Unspecified; Turkey And Gravy; Turkey, Roasted; Green Beans, Unspecified",,Staphylococcus aureus,,Confirmed,23,0,0
2006,January,Arizona,Restaurant,,,Norovirus genogroup II,GII_4 Other,Suspected,18,0,0
2006,January,Arizona,Restaurant,,,Hepatitis A,,Confirmed,13,4,0
2006,January,Arkansas,Restaurant,,,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,14,4,0
2006,January,California,Restaurant,,,Norovirus genogroup I,,Suspected,5,0,0
2006,January,California,Prison/Jail,Miscellaneous,,Clostridium perfringens,,Confirmed,59,0,0
2006,January,California,Restaurant,"Burrito, Unspecified",,Bacterium,,Suspected,4,0,0
2006,January,California,Private Home/Residence; Catering Service; Religious Facility,Alcohol,,Norovirus genogroup II,Unknown,Confirmed,23,0,0
2006,January,California,Religious Facility,,,Giardia intestinalis,,Confirmed,48,,
2006,January,California,Grocery Store,Fried Foods,,Bacterium,,Suspected,4,0,0
2006,January,California,Unknown,,,Shigella sonnei,,Confirmed,3,0,0
2006,January,California,Unknown,,,Shigella sonnei,,Suspected,2,1,0
2006,January,California,Restaurant,,,Chemical or toxin,,Suspected,2,0,0
2006,January,California,Restaurant,,,Bacterium,,Suspected,4,0,0
2006,January,California,Restaurant,"Chicken, Other",,Bacterium,,Suspected,6,0,0
2006,January,California,Private Home/Residence,Home Canned Carrots,,Clostridium botulinum,,Confirmed,2,2,0
2006,January,California,Restaurant,Unspecified Fish,,Shigella sonnei,,Confirmed,8,1,0
2006,January,California,Restaurant,"Salad, Unspecified",,Norovirus unknown,,Confirmed,12,0,0
2006,January,California,Restaurant,,,Norovirus genogroup I,,Suspected,9,,0
2006,January,California,Restaurant,,,Bacterium,,Suspected,6,0,0
2006,January,California,Camp,,,Norovirus genogroup I,,Suspected,14,0,0
2006,January,California,Private Home/Residence; Catering Service,Chili Colorado,,Clostridium perfringens,,Suspected,34,0,0
2006,January,Colorado,Grocery Store,,,Campylobacter unknown,,Suspected,4,0,0
2006,January,Colorado,Restaurant,"Sandwich, Other Specialty",,Staphylococcus aureus,,Suspected,4,0,0
2006,January,Colorado,,"Oysters, Raw","Oysters, Raw",Campylobacter jejuni,,Confirmed,3,0,0
2006,January,Connecticut,Banquet Facility,Ice,,Norovirus genogroup II,Unknown,Confirmed,59,0,0
2006,January,Florida,Restaurant,House Salad,,Norovirus genogroup I,,Suspected,8,,
2006,January,Florida,Restaurant,Chicken W/ Wine Sauce,,Staphylococcus aureus,,Suspected,2,,
2006,January,Florida,Restaurant,"Ethnic Style, Buffet",,,,,5,,
2006,January,Florida,Restaurant,"Beef, Casserole",,,,,2,,
2006,January,Florida,,,,,,,2,,
2006,January,Florida,Restaurant,,,,,,26,0,0
2006,January,Florida,Catering Service,Seafood-Based Salad Unspecified,,,,,14,2,0
2006,January,Florida,Restaurant,"Sandwich, Deli",,Staphylococcus unknown,,Suspected,2,,
2006,January,Florida,Restaurant,Speciality Salads Unspecified,,,,,4,0,0
2006,January,Florida,Restaurant,Chinese,,,,,2,,
2006,January,Georgia,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,17,0,0
2006,January,Georgia,Restaurant,,,Norovirus genogroup I,,Suspected,2,0,0
2006,January,Georgia,Restaurant,Seafood Pasta,Sauces/ Dressings,Staphylococcus aureus,,Suspected,2,0,0
2006,January,Illinois,Restaurant,,,,,,4,0,0
2006,January,Illinois,,"Whole Milk, Unpasteurized",,Campylobacter jejuni,,Confirmed,18,0,0
2006,January,Illinois,Restaurant,"Nachos, Unspecified; Dips",,,,,5,0,0
2006,January,Illinois,Restaurant,,,,,,15,0,0
2006,January,Illinois,School/College/University,"Tortilla, Unspecified",,,,,27,,
2006,January,Illinois,Restaurant,,,Norovirus genogroup I,,Confirmed,418,2,0
2006,January,Kansas,Restaurant,,,,,,2,0,0
2006,January,Maryland,Restaurant,"Sandwich, Deli",,,,,3,0,0
2006,January,Maryland,Restaurant,,,,,,2,0,0
2006,January,Maryland,,,,,,,3,0,0
2006,January,Massachusetts,School/College/University,,,Norovirus unknown,,Confirmed,121,,
2006,January,Michigan,Restaurant,,,Norovirus genogroup I,GI_1,Confirmed,495,8,0
2006,January,Michigan,,House Salad,,,,,38,0,0
2006,January,Michigan,Restaurant,Lettuce-Based Salads Unspecified,,,,,62,4,0
2006,January,Michigan,Restaurant,"Chicken, Nuggets/Fingers; French Fries",,,,,43,0,0
2006,January,Minnesota,Private Home/Residence,"Sandwich, Submarine",,Norovirus genogroup I,,Confirmed,12,0,0
2006,January,Minnesota,Private Home/Residence,Other Food,,Norovirus genogroup I,,Confirmed,18,0,0
2006,January,Minnesota,Prison/Jail,"Turkey, Unspecified; Gravy, Unspecified",,Clostridium perfringens,,Suspected,76,0,0
2006,January,Minnesota,Restaurant,"Sandwich, Ham",,Norovirus genogroup I,,Suspected,11,0,0
2006,January,Minnesota,Unknown,Unspecified Fruit,,Norovirus genogroup I,,Suspected,16,0,0
2006,January,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,24,0,0
2006,January,Minnesota,Restaurant,"Unspecified Fish; Mussels, Unspecified; Ice Cream/Yogurt",,,,,5,0,0
2006,January,Minnesota,Banquet Facility,Salad Bar; Buffet,,Norovirus genogroup I,,Confirmed,19,0,0
2006,January,New York,Catering Service,"Sandwich, Deli",Bread,,,,21,0,0
2006,January,New York,Restaurant,,,,,,7,0,0
2006,January,New York,Restaurant,,,,,,15,1,0
2006,January,New York,Restaurant,,,,,,3,0,0
2006,January,New York,Restaurant,Chicken,,,,,16,0,0
2006,January,New York,Restaurant,,,,,,16,3,0
2006,January,New York,Restaurant; Private Home/Residence,"Ground Beef, Unspecified",Ground Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,2,0
2006,January,North Carolina,Restaurant,Mixed Fruit,,Norovirus unknown,,Confirmed,42,,
2006,January,North Carolina,Restaurant,"Ground Beef, Other",,Salmonella enterica,Enteritidis,Confirmed,9,0,0
2006,January,North Carolina,Restaurant,,,Norovirus unknown,,Confirmed,20,0,0
2006,January,North Carolina,Restaurant; Catering Service,,,Norovirus unknown,,Confirmed,20,0,0
2006,January,North Dakota,Banquet Facility,,,Norovirus genogroup I,,Confirmed,44,0,0
2006,January,Ohio,Restaurant,,,,,,4,,
2006,January,Ohio,Restaurant,,,,,,2,,
2006,January,Ohio,,"Whole Milk, Unpasteurized",,Campylobacter unknown,,Confirmed,3,1,0
2006,January,Ohio,Private Home/Residence,Yellowfin Tuna,,Scombroid toxin,,Confirmed,2,0,0
2006,January,Ohio,Restaurant,"Oil, Unspecified; Liver, Chicken",Egg; Egg,Salmonella enterica,Enteritidis,Confirmed,113,23,0
2006,January,Oregon,Restaurant,Salad Bar,,Norovirus genogroup I,,Confirmed,16,0,0
2006,January,Oregon,Restaurant,Lettuce-Based Salads Unspecified,Egg; Leafy Green; Vine-Stalk Eg. Tomato,Shigella sonnei,,Confirmed,35,7,0
2006,January,Oregon,Restaurant,"Oysters, Unspecified",,Norovirus unknown,,Suspected,8,0,0
2006,January,Pennsylvania,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,4,3,0
2006,January,Pennsylvania,Restaurant; Nursing Home/Assisted Living Facility; Hospital,Tomatoes,,Salmonella enterica,Berta,Confirmed,16,4,0
2006,January,Pennsylvania,Unknown,,,Cryptosporidium parvum,,Confirmed,2,1,0
2006,January,Pennsylvania,Unknown,,,Salmonella enterica,Schwarzengrund,Confirmed,6,0,0
2006,January,Tennessee,Religious Facility,,,Salmonella enterica,Hadar,Confirmed,9,1,0
2006,January,Tennessee,Restaurant,,,,,,8,0,0
2006,January,Tennessee,Restaurant,,,,,,11,0,0
2006,January,Virginia,Private Home/Residence,,,Norovirus unknown,,Confirmed,24,,
2006,January,Washington,Restaurant,,,,,,5,0,
2006,January,Washington,Private Home/Residence,"Beef, Other",Beef,Clostridium perfringens,,Suspected,32,0,0
2006,January,Wisconsin,Prison/Jail,"Ground Beef, Sloppy Joe; Chicken, Other",,Norovirus genogroup I,,Confirmed,12,0,0
2006,January,Wisconsin,Private Home/Residence; Catering Service,Mixed Fruit,,Norovirus genogroup I,,Confirmed,14,0,0
2006,February,Arizona,Prison/Jail,"Burrito, Turkey",,Clostridium perfringens,,Confirmed,249,0,0
2006,February,Arkansas,Restaurant,"Chicken, Teriyaki; Sushi, Unspecified",Chicken,Salmonella enterica,Typhimurium,Confirmed,161,7,0
2006,February,California,Restaurant,,,Bacterium,,Suspected,6,,
2006,February,California,Restaurant,,,Norovirus genogroup I,,Confirmed,15,0,0
2006,February,California,Restaurant,"Salsa, Unspecified",,,,,11,0,0
2006,February,California,Restaurant,,,Norovirus genogroup I,,Confirmed,3,,
2006,February,California,Catering Service,Multiple Foods,,Norovirus unknown,,Suspected,16,0,0
2006,February,California,Restaurant,Popcorn; Candy Unspecified,,,,,18,0,0
2006,February,California,Private Home/Residence; Catering Service,Cajon Maque Chou,,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,28,0,0
2006,February,California,Restaurant,,,Norovirus genogroup I,,Suspected,6,0,0
2006,February,California,Restaurant,,,Norovirus unknown,,Confirmed,6,0,0
2006,February,California,Restaurant,"Salad, Unspecified",,Norovirus unknown,,Suspected,5,0,0
2006,February,California,Grocery Store,,,,,,5,0,0
2006,February,California,,,,Norovirus genogroup I,,Suspected,10,,
2006,February,California,Restaurant,"Salad, Unspecified",,Norovirus unknown,,Confirmed,49,0,0
2006,February,California,Private Home/Residence,Pancit,,Staphylococcus aureus,,Confirmed,38,0,0
2006,February,California,Restaurant; Grocery Store; Office/Indoor Workplace,Multiple Foods,,Norovirus unknown,,Suspected,38,0,0
2006,February,California,Restaurant,,,,,,5,0,0
2006,February,Connecticut,Restaurant,,,Norovirus genogroup II,Unknown,Suspected,19,0,0
2006,February,Florida,Restaurant,"Chicken, Unspecified",,,,,3,,
2006,February,Florida,Restaurant,"Meat/Egg-Based Salads, Unspecified",,,,,2,,
2006,February,Florida,Restaurant,"Fish, Dolphin",,Staphylococcus unknown,,Suspected,2,,
2006,February,Florida,Restaurant,"Lobster, Unspecified; Shrimp, Unspecified",,,,,2,,
2006,February,Florida,Private Home/Residence,,,Norovirus genogroup II,Unknown,Suspected,44,0,0
2006,February,Florida,Restaurant,"Fish Sandwich, Unspecified",,,,,2,,
2006,February,Florida,Restaurant,"Taco, Unspecified",,,,,2,,
2006,February,Florida,Restaurant,Milkshake,,,,,2,,
2006,February,Florida,Restaurant,"Tuna, Unspecified",,,,,5,0,0
2006,February,Florida,Restaurant,,,Norovirus genogroup II,Unknown,Suspected,9,0,0
2006,February,Georgia,Restaurant,"Sour Cream; Cheddar Cheese, Unspecified; Chips, Tortilla",,Norovirus genogroup II,Unknown,Confirmed,17,0,0
2006,February,Idaho,Restaurant,,,,,,33,0,0
2006,February,Idaho,Restaurant,"Rice, Spanish",,,,,6,0,0
2006,February,Illinois,Restaurant,,,,,,7,0,0
2006,February,Illinois,Banquet Facility,,,,,,4,0,0
2006,February,Illinois,Restaurant,,,Norovirus genogroup I,,Suspected,7,0,0
2006,February,Illinois,Banquet Facility,"Tap Water; Green Salad; Mozarella, Unspecified",,Norovirus genogroup I,,Confirmed,28,0,0
2006,February,Kansas,Restaurant,,,,,,10,0,0
2006,February,Kansas,Restaurant,,,Clostridium perfringens,,Suspected,4,0,0
2006,February,Kansas,Restaurant,Chinese,,,,,4,0,0
2006,February,Maryland,,,,,,,6,0,0
2006,February,Maryland,Private Home/Residence,,,,,,4,0,0
2006,February,Massachusetts,,,,,,,20,0,0
2006,February,Michigan,Restaurant,,,,,,5,0,0
2006,February,Michigan,School/College/University,"Ground Beef, Sloppy Joe",,,,,100,0,0
2006,February,Michigan,Restaurant,"Salad, Unspecified; Potato, Mashed",,,,,4,0,0
2006,February,Minnesota,Restaurant,Lettuce-Based Salads Unspecified,,Norovirus genogroup I,,Confirmed,6,0,0
2006,February,Minnesota,Restaurant,"Sandwich, Submarine",Produce,Norovirus genogroup I,,Confirmed,22,1,0
2006,February,Minnesota,Banquet Facility,,,Norovirus genogroup I,,Confirmed,81,0,0
2006,February,Minnesota,Restaurant,,,Norovirus genogroup I,,Suspected,4,0,0
2006,February,Minnesota,Restaurant,"Tuna, Unspecified",,Scombroid toxin,,Confirmed,2,1,0
2006,February,Minnesota,Restaurant; Private Home/Residence; Banquet Facility,,,Norovirus genogroup I,,Confirmed,8,0,0
2006,February,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,6,0,0
2006,February,Missouri,Private Home/Residence,"Spaghetti, Unspecified; Spaghetti, Unspecified",Pasta; Pasta,,,,140,0,0
2006,February,Montana,Restaurant,,,,,,5,,
2006,February,New Mexico,,,,Norovirus unknown,,Confirmed,164,0,0
2006,February,New York,Restaurant,,,,,,4,0,0
2006,February,New York,,"Refried Beans, Unspecified; Rice, Unspecified",Legume; Rice,Clostridium perfringens,,Suspected,8,0,0
2006,February,New York,Restaurant,"Chicken, Fried",,,,,7,1,0
2006,February,New York,,"Whole Milk, Unpasteurized",Milk,Campylobacter unknown,,Confirmed,2,0,0
2006,February,New York,Banquet Facility,,,,,,15,0,0
2006,February,North Carolina,Restaurant,Eggs Benedict,,Salmonella enterica,Enteritidis,Confirmed,9,2,0
2006,February,Ohio,Restaurant,,,,,,2,,
2006,February,Ohio,Restaurant,,,Norovirus genogroup I,,Suspected,2,0,0
2006,February,Ohio,Restaurant,,,,,,4,,
2006,February,Ohio,Restaurant,"Sandwich, Turkey",,Norovirus genogroup I,,Confirmed,24,1,0
2006,February,Oregon,,,,Listeria monocytogenes,,Confirmed,2,1,1
2006,February,Oregon,Restaurant; Fair/Festival,"Oysters, Raw","Oysters, Raw",Norovirus unknown,,Confirmed,6,0,0
2006,February,Oregon,Restaurant,Bean Sprouts,Sprouts,Salmonella enterica,Braenderup,Confirmed,4,0,0
2006,February,Pennsylvania,Unknown,,,Norovirus unknown,,Suspected,4,0,0
2006,February,Tennessee,Restaurant,"Pizza, Unspecified",,,,,8,0,0
2006,February,Tennessee,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,6,0,0
2006,February,Utah,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,3,,
2006,February,Virginia,Restaurant,,,Norovirus unknown,,Confirmed,12,0,0
2006,February,Virginia,Prison/Jail,"Turkey, Unspecified",,Salmonella enterica,Typhimurium,Confirmed,40,1,0
2006,February,Washington,Restaurant,,,Norovirus genogroup I,,Suspected,6,0,0
2006,February,Washington,Restaurant,"Ethnic Style, Unspecified",,,,,3,1,0
2006,February,Wisconsin,,"Pastry, Unspecified",,Norovirus genogroup II,Unknown,Confirmed,9,0,0
2006,March,Alabama,Prison/Jail,"Chicken, Baked",,Clostridium perfringens,,Suspected,741,,
2006,March,Arizona,Catering Service,"Pie, Apple",,Norovirus genogroup II,Unknown,Suspected,26,0,0
2006,March,California,Restaurant,Taco Meat,,Bacterium,,Suspected,6,0,0
2006,March,California,Restaurant,Multiple Foods,,Norovirus genogroup I,,Suspected,16,0,0
2006,March,California,Restaurant; Grocery Store,Multiple Foods,,Norovirus genogroup I,,Confirmed,23,0,0
2006,March,California,Restaurant,Appetizers,,Norovirus genogroup I,,Suspected,3,,
2006,March,California,Restaurant,"Burrito, Unspecified","Fruit, Unspecified; Sauces/ Dressings",Salmonella enterica,Heidelberg,Confirmed,3,1,0
2006,March,California,Restaurant,,,Salmonella enterica,Group B,Confirmed,2,0,0
2006,March,California,,,,Norovirus unknown,,Suspected,6,,
2006,March,California,Banquet Facility,"Pork, Other",,Norovirus genogroup I,,Confirmed,18,0,0
2006,March,California,,,,Bacterium,,Suspected,2,,
2006,March,California,Nursing Home/Assisted Living Facility,,,Norovirus unknown,,Suspected,30,0,0
2006,March,California,Nursing Home/Assisted Living Facility,,,Norovirus unknown,,Suspected,45,1,0
2006,March,California,Restaurant,Korean Side Dishes (Various),,Salmonella enterica,Oranienburg,Confirmed,4,0,0
